Accession,Peptide count,Unique peptides,Confidence score,Anova (p),q Value,Max fold change,Power,Highest mean condition,Lowest mean condition,Mass,Description,COVID_POS_1,COVID_POS_2,COVID_POS_3,COVID_POS_4,COVID_POS_5,COVID_POS_6,COVID_POS_7,COVID_POS_8,COVID_POS_9,COVID_POS_10,COVID_POS_11,COVID_POS_12,COVID_POS_13,COVID_POS_14,COVID_POS_15,COVID_NEG_1,COVID_NEG_2,COVID_NEG_3,COVID_NEG_4,COVID_NEG_5,COVID_NEG_6,COVID_NEG_7,COVID_NEG_8,COVID_NEG_9,COVID_NEG_10,COVID_NEG_11,COVID_NEG_12,COVID_NEG_13,COVID_NEG_14,COVID_NEG_15,COVID_POS_1,COVID_POS_2,COVID_POS_3,COVID_POS_4,COVID_POS_5,COVID_POS_6,COVID_POS_7,COVID_POS_8,COVID_POS_9,COVID_POS_10,COVID_POS_11,COVID_POS_12,COVID_POS_13,COVID_POS_14,COVID_POS_15,COVID_NEG_1,COVID_NEG_2,COVID_NEG_3,COVID_NEG_4,COVID_NEG_5,COVID_NEG_6,COVID_NEG_7,COVID_NEG_8,COVID_NEG_9,COVID_NEG_10,COVID_NEG_11,COVID_NEG_12,COVID_NEG_13,COVID_NEG_14,COVID_NEG_15,t.test,Rank,BHpVal
P01009,6,6,38.547,0.059796369,0.176626217,1.895811144,0.473911746,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,46907.7136,A1AT_HUMAN Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3,101.5791591,63.76934649,51.41916064,43.10147302,127.0414157,180.7831334,125.5045644,71.20316109,51.58977913,639.3276602,93.07728781,64.4414592,69.32892866,104.4725209,234.5635902,53.54615283,77.77174962,85.95217687,111.0781946,57.91405678,59.41955044,63.26743897,62.24063859,47.90258754,129.208821,49.01872315,91.91629643,54.60943095,54.43950506,67.85602062,2.006804613,1.804611966,1.711124983,1.634492113,2.103945325,2.257157909,2.098659521,1.852499275,1.712563669,2.805723494,1.96884372,1.809165366,1.840914489,2.019002074,2.3702606,1.728728273,1.890821869,1.93425688,2.045628812,1.762783988,1.773929362,1.801180255,1.79407404,1.680358973,2.111292164,1.690361994,1.963392517,1.737267651,1.735914168,1.831588387,0.064636317,52,0.205096006
P02787,28,28,205.9821,0.065557452,0.190246027,1.118004716,0.456561342,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,79345.0824,TRFE_HUMAN Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=3,18916.78385,22508.75614,23387.0511,26037.28506,18512.03566,18739.38238,16952.85764,20314.48941,24330.3659,23094.19096,22840.17974,23679.96436,18472.24587,20107.084,23418.56867,28567.92942,26457.78664,26755.04025,25045.5612,26237.28556,27594.39988,27996.36641,29267.69538,21042.84247,17653.00532,22057.96497,19111.37543,22688.70982,18571.60483,20179.91494,4.276847301,4.352351496,4.368975464,4.415595698,4.267454178,4.272755273,4.229242915,4.307805911,4.38614864,4.363502753,4.358699517,4.374381044,4.2665197,4.303349092,4.369560348,4.455878764,4.42255351,4.427405609,4.398730767,4.418918902,4.440820954,4.447101669,4.466388526,4.323104404,4.246818652,4.343565443,4.281291944,4.355809801,4.268849434,4.304919331,0.066381059,53,0.206658014
P02765,2,2,11.4398,0.067384954,0.192177849,1.124078175,0.451349653,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,40139.1565,FETUA_HUMAN Alpha-2-HS-glycoprotein OS=Homo sapiens OX=9606 GN=AHSG PE=1 SV=2,10661.46271,10080.12465,12421.23352,13102.8497,8858.739597,11471.24938,7866.858094,9342.448389,13027.59827,12367.72931,11718.26293,8719.591805,10187.77742,10460.89767,13242.9804,6883.128584,13055.99228,11943.93973,12764.45794,10923.92828,10693.29931,9403.013538,8694.150461,9091.549507,8047.423246,8898.63059,8212.49425,8405.569036,8932.730718,9528.723663,4.027816792,4.003465903,4.094164727,4.117365759,3.947371936,4.059610721,3.895801316,3.970460707,4.114864358,4.092289971,4.068863238,3.940496155,4.008079448,4.019568954,4.121985736,3.837785883,4.115809885,4.077147603,4.106002377,4.03837884,4.029111723,3.973267061,3.939227152,3.958637908,3.905656843,3.949323178,3.914475079,3.924567119,3.950984242,3.979034732,0.067483067,54,0.206198262
P07437,11,2,72.8145,0.073702628,0.204775236,1.069705721,0.434293714,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,50127.1555,TBB5_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2,6843.148134,7455.721016,7240.643103,6444.931652,7209.027881,6019.923643,6054.452702,6225.164981,6277.733168,6510.264377,7520.654257,8180.678294,7044.796621,7350.996137,8453.792859,8412.25516,7620.624544,8111.596685,7839.049403,7866.911887,8163.057873,7920.350539,8499.297774,6983.738699,6790.695675,7401.448427,6773.247828,6791.199241,6270.380415,6695.459872,3.835255941,3.872489649,3.859777141,3.809218316,3.857876705,3.779590983,3.782074891,3.794150866,3.797802852,3.813598625,3.876255624,3.912789314,3.84786846,3.866346195,3.927051602,3.924912437,3.881990565,3.909106349,3.894263401,3.895804286,3.911852875,3.898744403,3.929383045,3.844087982,3.831914268,3.869316717,3.830796966,3.831946472,3.79729389,3.825780412,0.073789557,55,0.221368672
P09211,11,10,90.5279,0.081383774,0.213680876,1.100647863,0.415326108,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,23583.9696,GSTP1_HUMAN Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2,104811.0874,87371.96914,92806.82607,97997.1175,118482.4553,116516.0006,78183.63315,83847.77282,90774.1905,83554.17448,112194.1951,103514.7292,79080.97641,92763.97782,96125.05526,91070.69665,110770.1048,100327.7078,111996.4745,111136.637,82668.34636,94653.71798,83126.6917,77202.86819,73478.62561,68761.48777,72862.85974,69323.41656,80466.68977,78678.86751,5.020407227,4.941372124,4.96757992,4.991213302,5.073654046,5.066385569,4.893115848,4.923491531,4.957962385,4.921968153,5.049970387,5.01500215,4.898072023,4.967379363,4.982836602,4.959378659,5.044422567,5.00142089,5.049204352,5.045857251,4.91733925,4.976137678,4.919740497,4.887633435,4.866161024,4.837345265,4.862506213,4.840879959,4.905616136,4.8958581,0.082023024,56,0.241674982
P63104,9,8,56.6505,0.089388086,0.231029824,1.123779435,0.397311859,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,27916.2394,1433Z_HUMAN 14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1,32828.21642,33739.18398,34736.44839,32806.89723,33480.69749,35357.9433,24590.80028,28516.44691,19959.25444,28562.50006,33819.70575,29016.28209,27004.79262,29224.22981,19379.19522,40050.56668,38731.77359,37213.99212,36699.53569,35962.60275,38435.55895,39334.06011,39344.76945,27142.03446,25914.45633,27285.41858,26375.96665,28276.20737,26613.32252,30479.41503,4.516247288,4.528134574,4.540785412,4.515965158,4.524794497,4.548486995,4.390772663,4.455095412,4.300144315,4.455796218,4.529169825,4.462641765,4.431440847,4.465743074,4.287335738,4.602608665,4.588067384,4.570706261,4.56466057,4.555851116,4.584733201,4.594768777,4.594887005,4.433642398,4.413542102,4.435930621,4.421208385,4.451421158,4.425099097,4.484006628,0.089439729,57,0.25890448
P22626,3,3,12.9783,0.095787831,0.240681736,1.081438493,0.384011348,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,37486.7876,ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2,2524.266583,3154.785025,2869.937926,2537.546441,2408.662634,2193.292327,2123.135035,2368.7714,2166.393976,2494.566687,2950.380916,3298.045059,2656.424006,2921.205642,2941.722639,3171.138937,2802.046716,3175.212524,3131.326608,2804.038556,3146.11636,3068.462636,3476.359342,2544.177146,2501.571206,2861.349967,2642.250075,2724.523836,2259.027359,2527.243416,3.402135218,3.498969771,3.457872504,3.404413999,3.381775975,3.341096519,3.326977617,3.374523151,3.335737439,3.396995118,3.46987809,3.518256585,3.424297396,3.465562131,3.468601723,3.50121527,3.447475372,3.501772799,3.495728368,3.447783981,3.497774781,3.486920839,3.541124662,3.405547347,3.398212869,3.456570979,3.421973919,3.435290612,3.353921491,3.402647074,0.096087762,58,0.273353117
P07737,6,6,40.9984,0.096714311,0.240681736,1.32105771,0.382159242,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,15225.3488,PROF1_HUMAN Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2,601.3287131,816.102865,461.2621284,1239.284765,1023.808355,1105.796766,798.2890385,550.8263832,497.8675848,1747.257164,696.3798509,532.3804543,749.5189851,344.7400445,571.3362054,458.7021001,703.6576484,657.8530913,710.2447759,463.6080427,797.6767279,444.5685852,811.3107923,450.5261162,986.8603765,306.2835132,623.0032948,341.0865725,666.4881554,462.0564811,2.779111942,2.911744902,2.663947799,3.093171111,3.010218669,3.043675315,2.902160166,2.741014734,2.697113851,3.24235683,2.842846197,2.726222103,2.874782638,2.537491733,2.756891746,2.661530728,2.847361413,2.81812892,2.851408048,2.666150962,2.901826922,2.647938771,2.909187253,2.653719971,2.994255712,2.48612362,2.794490343,2.532864623,2.823792436,2.664695066,0.097311522,59,0.272142391
P0C0L4;P0C0L5,10,10,68.1845,0.099292132,0.240681736,1.088402486,0.377097649,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,194382.5114,CO4A_HUMAN Complement C4-A OS=Homo sapiens OX=9606 GN=C4A PE=1 SV=2,1219.585476,1196.806832,1339.469064,1218.308369,1214.45796,1076.188359,1106.588811,1097.55979,907.8630514,1354.615816,1222.219155,1517.08241,1223.907061,1192.514184,780.0439942,1401.421611,1340.126174,1557.368494,1383.758994,1331.878707,1372.624494,1429.873948,1313.736528,1233.896173,943.204152,1107.169012,1145.969781,1208.773316,1299.646793,1159.587469,3.086212244,3.07802406,3.126932688,3.085757227,3.084382486,3.03188829,3.043986274,3.040428188,2.958020341,3.131816142,3.087149086,3.181009173,3.08774844,3.076463553,2.892119097,3.14656881,3.127145689,3.192391384,3.141060457,3.124464676,3.137551745,3.155297753,3.118508275,3.091278617,2.974605704,3.044213922,3.059173166,3.082344864,3.11382534,3.064303513,0.099990541,60,0.274973988
P01877,15,3,99.2856,0.100397718,0.240681736,1.128267747,0.374967028,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,37389.7647,IGHA2_HUMAN Immunoglobulin heavy constant alpha 2 OS=Homo sapiens OX=9606 GN=IGHA2 PE=1 SV=4,4482.998784,2939.477197,4081.764051,3596.077512,4044.601792,3837.07728,2243.264572,3795.658123,3400.290523,3696.250095,2708.029085,3063.273951,2486.422962,2676.512536,2665.387137,3167.86856,3388.273429,3305.8673,2928.176422,3562.633136,2904.794755,3455.613958,3087.127513,2652.378128,2277.692468,2595.079369,2501.091275,2733.660674,2831.858691,2672.855348,3.651568621,3.468270095,3.610847896,3.555829044,3.60687577,3.584000546,3.350880498,3.579287088,3.531516025,3.567761349,3.432653324,3.486185838,3.395575008,3.427569282,3.425760298,3.500767154,3.52997845,3.519285417,3.466597239,3.551771103,3.463115452,3.53852522,3.489554568,3.423635438,3.357495086,3.414150645,3.398129541,3.436744605,3.452071578,3.426975456,0.102581657,61,0.277474974
P30838,8,8,51.7352,0.10842628,0.256215207,1.623344327,0.360170964,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,50794.2469,AL3A1_HUMAN Aldehyde dehydrogenase_ dimeric NADP-preferring OS=Homo sapiens OX=9606 GN=ALDH3A1 PE=1 SV=3,1207.700228,1529.066441,1327.490279,7248.906242,1426.650317,6679.317481,1597.905275,3561.274639,1798.256831,1480.69049,2528.503121,1701.865536,1278.783343,1119.293085,873.0988236,1519.750105,1703.976242,1675.032531,1893.442779,1494.909062,1576.118967,1043.551297,1701.52596,1795.611319,1413.344892,1323.972302,1231.489424,1369.915546,1097.099344,941.7156663,3.081959148,3.184426357,3.12303135,3.860272483,3.154317537,3.824732087,3.203551031,3.551605467,3.254851719,3.170464287,3.402863494,3.230925244,3.106796971,3.048943821,2.941063403,3.181772182,3.231463535,3.224023246,3.277252185,3.174614775,3.197588995,3.018513802,3.23083858,3.254212334,3.150248154,3.1218789,3.090430687,3.136693794,3.040245955,2.973919795,0.115526558,62,0.307449712
P02647,12,12,91.3016,0.120903746,0.271145835,1.335893439,0.339269185,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,30777.8694,APOA1_HUMAN Apolipoprotein A-I OS=Homo sapiens OX=9606 GN=APOA1 PE=1 SV=1,11620.30776,14922.11859,6051.380039,11617.09756,14058.8966,31127.21692,14157.26286,5656.523541,7542.738999,8057.464672,11634.98444,6765.142583,8222.475561,5862.914903,16193.19529,19718.519,10119.54409,7947.353498,15395.14441,7069.824896,7740.364157,6231.408182,6570.046101,6636.491575,8631.486885,5089.577121,7593.109104,4563.64331,6678.805465,9882.615655,4.06521763,4.173830487,3.781854428,4.065097636,4.147951237,4.493140292,4.150979296,3.752549599,3.87752908,3.90619841,4.065765807,3.830276954,3.915002591,3.768113591,4.209332553,4.294874293,4.005160947,3.900222531,4.187383767,3.849408657,3.888761393,3.7945862,3.817568417,3.821938547,3.936085615,3.706681699,3.88041964,3.659311693,3.824698794,3.994871906,0.121398286,63,0.317947892
Q2M389,3,3,10.755,0.121555808,0.271145835,1.092140135,0.338239335,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,137430.1618,WASC4_HUMAN WASH complex subunit 4 OS=Homo sapiens OX=9606 GN=WASHC4 PE=1 SV=2,5219.822577,4867.713377,5715.41133,5345.311171,6484.334176,4412.024032,4680.984871,4695.669296,4643.209483,5445.636718,5641.049459,7627.709415,5169.801924,5275.217476,4507.496103,7782.758477,6920.348286,6809.062403,6139.629788,6854.837811,5439.766789,5485.939122,5195.989618,5421.080101,4681.190231,5015.291889,5071.016356,5243.475401,6191.295151,4826.171141,3.717655742,3.687324998,3.757047491,3.727972992,3.811865389,3.644637869,3.670337237,3.671697503,3.666818278,3.736048666,3.751359907,3.88239414,3.713473904,3.722240369,3.65393536,3.891133553,3.840127952,3.833087314,3.788142185,3.835997184,3.735580281,3.739250984,3.715668275,3.734085824,3.67035629,3.700296214,3.705095011,3.719619235,3.791781508,3.683602718,0.121584396,64,0.313459772
Q9NYJ1,2,2,11.526,0.122859593,0.271145835,1.124400287,0.336197427,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,10362.2357,COA4_HUMAN Cytochrome c oxidase assembly factor 4 homolog_ mitochondrial OS=Homo sapiens OX=9606 GN=COA4 PE=1 SV=2,656.330509,650.1807805,773.160387,655.6502919,588.1342439,592.7777121,387.4771255,401.4127151,579.5764829,670.030069,634.9397047,669.5589038,595.4875422,656.1264154,577.7149275,283.3815897,755.4890058,643.897255,674.7259357,767.2404722,588.4887273,557.3844891,499.1398757,459.7865592,371.1039129,471.9611158,387.5843212,466.6183048,632.1641416,524.061235,2.817122593,2.813034128,2.888269595,2.816672259,2.769476467,2.772891866,2.588246069,2.603591125,2.763110755,2.826094293,2.802732486,2.82578879,2.77487268,2.816987523,2.761713589,2.452371632,2.878228149,2.808816574,2.829127404,2.884931504,2.769738148,2.746154879,2.698222267,2.662556272,2.569495534,2.673906219,2.5883662,2.668961772,2.800829858,2.719382036,0.124490458,65,0.31601424
sp|P59594|SPIKE_CVHSA,135,120,643.497,0.144244391,0.303926281,1.088402393,0.305649675,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,141349.3855,Spike glycoprotein OS=Human SARS coronavirus OX=694009 GN=S PE=1 SV=1,189878.8432,174596.5237,199097.3264,185488.8273,189909,177926.8398,131929.3037,161436.5004,128193.2941,174615.015,194929.5364,189596.7977,167998.823,170533.6284,145491.1801,211613.6509,224720.5066,216926.0937,216652.3074,217681.3963,201173.1189,204811.425,207710.9664,153046.3007,147120.6284,156683.5342,150411.3166,163025.027,171151.1122,167115.5677,5.278476577,5.242035592,5.299065428,5.268317755,5.278545547,5.250241465,5.12034127,5.208001734,5.107865308,5.242081586,5.28987765,5.277830998,5.225306239,5.231810033,5.162836666,5.32554368,5.351642705,5.336311796,5.335763319,5.337821315,5.303569949,5.311354179,5.317459426,5.184822837,5.167673571,5.195023359,5.177280513,5.212254281,5.233379726,5.223016909,0.144495532,66,0.361238831
P02671,6,6,40.2228,0.147044374,0.303926281,1.131433642,0.302015548,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,95714.5217,FIBA_HUMAN Fibrinogen alpha chain OS=Homo sapiens OX=9606 GN=FGA PE=1 SV=2,634.390119,553.9139743,626.7972522,489.7592527,618.715083,660.7314269,314.601386,365.2917705,405.3531221,728.2968204,478.4173324,466.0286966,569.6514383,493.4349464,511.2262982,531.272436,535.2453596,528.8893682,543.6409384,723.0302413,423.8890574,415.836924,454.8263216,364.9730649,333.5974024,361.3361257,360.9901756,396.4124544,532.2694752,490.7621288,2.80235641,2.743442322,2.797127084,2.68998265,2.791490703,2.820024964,2.497760632,2.562639888,2.607833522,2.862308414,2.679806905,2.66841266,2.755609198,2.693229904,2.708613186,2.725317284,2.728552911,2.723364837,2.735312153,2.859156462,2.627252205,2.61892305,2.65784559,2.562260815,2.52322266,2.557911384,2.557495383,2.598147291,2.726131561,2.690871042,0.147125427,67,0.362323814
Q4W5N1,2,2,12.9294,0.148046849,0.303926281,1.099872108,0.300732805,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,17650.0466,ABCAB_HUMAN Putative ATP-binding cassette sub-family A member 11 OS=Homo sapiens OX=9606 GN=ABCA11P PE=2 SV=1,24879.61163,30367.96286,40424.33046,36762.02852,27827.98813,20341.52769,22795.96978,31863.92329,33271.07431,35009.30622,35948.02883,40591.95461,30418.18815,36066.24897,31423.99133,25770.62366,41005.65564,40655.42141,35917.09984,39216.59164,42693.02251,39971.95515,41312.37443,32411.46013,26184.96485,32285.65621,29906.11678,34541.47021,34545.53513,29312.26928,4.395843597,4.48241566,4.606642835,4.565399468,4.444481809,4.308383566,4.357858073,4.503299248,4.522066824,4.544183504,4.555675081,4.608439964,4.483133342,4.557100976,4.497261346,4.411124929,4.61284376,4.609118467,4.555301262,4.593469846,4.630356902,4.601755391,4.616080157,4.510698596,4.418051995,4.509009618,4.475760025,4.538340819,4.538391924,4.467049442,0.148430494,68,0.360162229
P07900,6,2,33.5417,0.152012526,0.303926281,1.135469886,0.295750385,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,85059.0572,HS90A_HUMAN Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5,1188.550676,1182.420754,1249.411359,1185.624888,1213.791811,1283.122565,849.7416199,888.0358675,650.088966,999.4202057,1294.910372,1123.996936,983.0826526,962.683525,769.4391501,1280.574653,1405.252848,1484.498729,1531.774366,1465.979459,1497.944242,1390.51145,1475.970357,866.8501461,899.4525577,889.2197382,897.0221675,908.0615836,975.8482297,999.0798236,3.075017704,3.072772044,3.09670545,3.073947307,3.084144203,3.108268142,2.92928689,2.948430507,2.812972795,2.999748126,3.11223971,3.050765127,2.992590033,2.98348354,2.88617428,3.107404901,3.147754474,3.17157983,3.185194797,3.166127885,3.175495648,3.143174569,3.169077635,2.937944027,2.953978261,2.949009094,2.952803176,2.958115303,2.989382279,2.999600189,0.15223898,69,0.364049734
P0C1P4;P0C1P5,3,2,17.8281,0.150215652,0.303926281,1.38446757,0.297989999,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,11634.1577,VPR_HV1MP Protein Vpr OS=Human immunodeficiency virus type 1 group M subtype F2 (isolate MP255) OX=388815 GN=vpr PE=3 SV=1,4383.710059,4313.242634,4352.352646,4712.78715,5439.795415,24413.20345,4274.414606,3851.934086,4525.709449,4928.231164,4450.248729,4725.757655,4153.356425,3734.658958,3950.926771,5133.201297,4739.124729,4925.3393,5656.839376,4642.569697,3813.54529,3925.86485,4007.387853,3376.129732,3458.874792,3442.674878,3265.83991,3402.21138,4533.845237,3946.214817,3.641841822,3.634803889,3.638724076,3.673277826,3.735582567,4.38762477,3.630876645,3.585678847,3.655686669,3.692691071,3.648384285,3.674471446,3.618399202,3.572250949,3.59669898,3.710388295,3.675698139,3.692436154,3.752573847,3.666758432,3.581328908,3.593935345,3.602861377,3.528419127,3.538934841,3.53689601,3.513994892,3.531761293,3.656466691,3.596180723,0.156274159,70,0.368360517
Q9BQE3,13,2,83.6649,0.156175798,0.303926281,1.17681582,0.29067188,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,50579.7382,TBA1C_HUMAN Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1,187.1901747,157.5076705,169.2098208,187.5641856,215.2813561,199.9785232,202.0699194,171.086562,179.7918445,165.9174341,246.6492425,322.4941748,209.2873325,172.0554217,243.0345296,123.5775084,280.9988994,275.8297028,359.5145934,263.3001717,381.6509606,266.9193007,264.7960456,174.7183714,224.4295841,165.8104089,221.79346,164.7787953,222.3958586,174.2005472,2.27228305,2.197301709,2.228425565,2.273149916,2.33300642,2.300983357,2.305501668,2.233215899,2.254769988,2.219892023,2.392079786,2.508521874,2.320742943,2.235668362,2.385667981,2.091939435,2.448704619,2.440641032,2.555716524,2.420451142,2.58166636,2.426379978,2.422911495,2.242338573,2.351080105,2.21961179,2.345948736,2.216901323,2.347126696,2.241049515,0.158467387,71,0.368269279
Q9BW30,3,3,19.6654,0.17024261,0.323681143,1.28682135,0.274569369,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,19156.5541,TPPP3_HUMAN Tubulin polymerization-promoting protein family member 3 OS=Homo sapiens OX=9606 GN=TPPP3 PE=1 SV=1,120.3220419,138.9623083,164.9344745,288.4631299,158.318869,576.4888494,225.7269507,140.0888532,47.08814569,164.9519041,280.8946524,293.2968006,264.4239962,99.41623394,131.7664337,167.8430078,436.7757114,390.5382428,638.3525929,174.1890467,451.4100274,229.5848205,259.1901706,108.0998669,236.0775206,161.282684,252.130851,133.3574583,194.1281313,149.9367895,2.080345193,2.14289702,2.217311441,2.460090311,2.199532679,2.760790912,2.353583415,2.14640358,1.672911588,2.217357333,2.448543471,2.467307326,2.422300864,1.997457307,2.119804792,2.224903254,2.64025848,2.591663568,2.805060627,2.241020842,2.654571202,2.36094317,2.413618527,2.033825159,2.373054635,2.207587742,2.40162599,2.12501731,2.288088474,2.175908207,0.170459944,72,0.390637371
P37802,4,4,24.1744,0.175546053,0.32503308,1.825267322,0.268885372,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,22562.5876,TAGL2_HUMAN Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3,42.09392196,106.8562817,11.80906628,34.00877385,8.030445936,64.01960477,77.47718894,8.211140354,8.204085074,35.29989349,202.3340804,27.76529666,130.198546,4.364635739,110.0359041,14.54121359,183.7662402,170.5446506,391.3226217,18.10817097,160.4351338,18.57154699,67.10103121,17.25911893,141.8119419,20.90109403,163.5516377,10.26325797,139.1768849,71.9218946,1.624219392,2.028800058,1.07221556,1.531590974,0.904739663,1.806312989,1.889173855,0.914403476,0.914030155,1.547773395,2.30606904,1.443502318,2.114606134,0.639948004,2.041534416,1.162600654,2.26426573,2.231838102,2.592534954,1.257874586,2.205299481,1.268848082,1.826729194,1.237018622,2.151712804,1.320169019,2.213654897,1.011285245,2.143567112,1.856861119,0.175162864,73,0.395916064
P30041,4,3,24.5292,0.176220182,0.32503308,1.539437668,0.268176951,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,25149.0747,PRDX6_HUMAN Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3,87.76906963,64.83742577,95.3735611,124.5567051,3.8017157,103.5272924,69.51520505,35.50089126,58.70095227,59.68877534,100.4588137,64.71313468,83.6281538,47.34260736,1.956516343,14.6223887,116.8942432,226.8666896,279.0145722,66.39622624,224.349546,66.56818215,90.75176498,43.86164173,106.5257172,36.29882871,67.03582664,34.99303301,73.99789798,93.3714006,1.943341495,1.811825764,1.979427999,2.095367111,0.579979636,2.015054856,1.842079808,1.550239256,1.768645147,1.775892668,2.001988046,1.810992437,1.922352509,1.675252173,0.29148348,1.165018324,2.067793124,2.355770734,2.445626886,1.822143396,2.350925195,1.823266697,1.95785508,1.642084883,2.027454467,1.559892612,1.826306969,1.543981586,1.869219383,1.970213873,0.177284531,74,0.39529659
P01859,12,7,96.5897,0.176848626,0.32503308,1.070818945,0.267519334,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,36527.9778,IGHG2_HUMAN Immunoglobulin heavy constant gamma 2 OS=Homo sapiens OX=9606 GN=IGHG2 PE=1 SV=2,3107.814482,2671.275299,3116.469914,3433.231352,3372.590957,3307.046077,3800.224989,3492.663644,3525.870905,3808.995017,2719.510743,3086.486145,3221.311123,3208.316719,4151.058314,2044.36467,2993.690115,2609.448997,2849.654926,2819.471993,3055.102227,2946.665998,2691.704154,4012.454971,3739.395491,3831.297199,3495.483215,3600.237998,3196.674665,2828.941212,3.492455086,3.426718648,3.493662939,3.53570307,3.527963671,3.519440246,3.579809309,3.543156764,3.547266407,3.580810405,3.434490779,3.489464332,3.508032672,3.506277234,3.618158834,3.310558367,3.476206843,3.416548813,3.454792273,3.450167785,3.485025747,3.469330912,3.430027325,3.603410172,3.5728014,3.583345842,3.543507221,3.556331211,3.504698439,3.451623922,0.178371946,75,0.39241828
P01033,2,2,12.0679,0.181471445,0.329038539,1.041493365,0.262763033,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,23855.2313,TIMP1_HUMAN Metalloproteinase inhibitor 1 OS=Homo sapiens OX=9606 GN=TIMP1 PE=1 SV=1,347.8904516,387.6630386,393.1081772,412.139368,342.1304109,379.5287746,339.6227334,360.1672919,357.9189109,424.8558111,377.8816638,458.1028194,354.727803,372.5863637,381.712628,367.9021505,372.5070818,353.6800043,326.19186,363.1063123,373.2002019,351.5934004,323.2796899,386.0530031,349.0262798,357.0405931,363.6684841,387.0527288,444.4843539,344.5575881,2.541442509,2.588454396,2.594512078,2.615044101,2.534191679,2.579244708,2.530996753,2.55650427,2.553784645,2.628241563,2.577355819,2.660962965,2.549895229,2.571226956,2.581736528,2.565732326,2.571134534,2.548610507,2.513473119,2.560033799,2.57194187,2.546040714,2.509578421,2.586646935,2.542858128,2.552717595,2.560705666,2.587770134,2.647856478,2.537261819,0.18156315,76,0.394183154
P00352,28,28,218.8329,0.191521124,0.340319563,1.085052244,0.252890638,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,55489.2213,AL1A1_HUMAN Retinal dehydrogenase 1 OS=Homo sapiens OX=9606 GN=ALDH1A1 PE=1 SV=2,27892.90166,26868.43318,27817.28816,29506.95184,38704.91417,31642.78811,23766.50477,26456.38625,22074.20396,26707.18261,30333.68026,42557.82072,26195.40681,26959.16194,22582.94548,44033.48091,36142.78797,30314.13129,31992.56512,34983.08005,33100.3591,34662.00446,34426.77113,26430.74416,25112.56802,24734.85915,26546.33064,27577.85291,31028.67037,25558.49158,4.445493696,4.429242342,4.444314789,4.469924348,4.587766109,4.500274743,4.375965317,4.422530523,4.343885051,4.426628076,4.481925105,4.628979381,4.418225147,4.430706388,4.353780586,4.643783018,4.55802165,4.481645127,4.505049063,4.543858044,4.519832705,4.539853674,4.536896292,4.422109391,4.399891126,4.393309442,4.424004499,4.440560451,4.491763166,4.407535219,0.191578597,77,0.410525565
